Longitude,Latitude,title/0/en,notes/en,time,severity_rating,0/name
29.4893,0.23813,Unidentified armed men attacked the FARDC position in the village of Kalyatsuki Mwalika in Beni territory.,Unidentified armed men attacked the FARDC position in the village of Kalyatsuki Mwalika in Beni territory. The FARDC killed five assailants.,7/5/2018,3,Clash
28.81387,-1.80635,"A police officer tortured and injured a 25-year-old man in Chambombo village, Kalehe territory.","A police officer tortured and injured a 25-year-old man in Chambombo village, Kalehe territory.",7/5/2018,1,Serious Injury
28.77574,-1.55793,Unidentified gunmen shot and wounded a policeman returning home to the village of Kinigi in Masisi territory.,Unidentified gunmen shot and wounded a policeman returning home to the village of Kinigi in Masisi territory. The assailants took the policeman's weapon.,7/4/2018,1,Clash
28.91155,-1.7197,Unidentified gunmen kidnapped a 41-year-old man from Kamatare village in Kalehe territory.,"Unidentified gunmen kidnapped a 41-year-old man from Kamatare village in Kalehe territory. The kidnappers demanded a ransom of $25,000 for the release of the hostage.",7/4/2018,1,Kidnap for Ransom
29.10784,-1.0953,Unidentified gunmen attempted to rob a motorcycle near the village of Buhambira in Rutshuru territory,"Unidentified gunmen attempted to rob a motorcycle near the village of Buhambira in Rutshuru territory. When the driver accelerated, the assailants fired on the bike. They injured a man.",7/4/2018,1,Serious Injury
29.35452,-1.5167,Unidentified gunmen who kidnapped a man in the village of Buzambya in Nyiragongo territory released the hostage after ransom payment.,Unidentified gunmen who kidnapped a man in the village of Buzambya in Nyiragongo territory released the hostage after a ransom payment.,7/4/2018,1,Returnee
29.19333,-1.6007,The FDLR-FOCA attacked the police in the village of Rusayo in Nyiragongo territory.,The FDLR-FOCA attacked the police in the village of Rusayo in Nyiragongo territory. The incident took place following the police arrest of a former FDLR-FOCA combattant.,7/4/2018,1,Clash
29.09145,-2.98727,The FARDC attacked unidentified armed men who were attempting to loot cows from a ranch in the village of Kitemesho in Uvira territory,The FARDC attacked unidentified armed men who were attempting to loot cows from a ranch in the village of Kitemesho in Uvira territory. The FARDC pursued the assailants.,7/3/2018,1,Clash
27.58117,-2.78256,The Raia Mutomboki Mabala raided the village of Nyombe in Shabunda territory.,The Raia Mutomboki Mabala raided the village of Nyombe in Shabunda territory. The assailants killed a 39-year-old man. They looted money and goods.,7/3/2018,3,Killing
29.3637,-1.38002,The FDP Nyatura ambushed an FARDC convoy escorting prisoners near the village of Bisoko in Rutshuru territory.,The FDP Nyatura ambushed an FARDC convoy escorting prisoners near the village of Bisoko in Rutshuru territory. This clash killed an FARDC soldier and wounded another.,7/3/2018,3,Clash
29.35452,-1.5167,Unidentified gunmen raided the village of Buzambya in Nyiragongo territory.,Unidentified gunmen raided the village of Buzambya in Nyiragongo territory. The attackers looted property. The attackers attacked the FARDC who came to the rescue of the population. They killed an FARDC soldier and his wife. They also kidnapped a man.,7/3/2018,3,Killing
29.2869,0.13422,Men carrying knives and guns raided a house in the Lumumba neighborhood of Butembo town during the night.,Men carrying knives and guns raided a house in the Lumumba neighborhood of Butembo town during the night. The attackers stabbed a man with a knife. They stole money and property.,7/2/2018,1,Looting
29.00665,-3.02292,Two unidentified armed men abducted a 53-year-old man from the village of Simba in Uvira territory.,"Two unidentified armed men abducted a 53-year-old man from Simba village, Uvira territory.",7/2/2018,1,Abduction
29.45331,0.50836,"Two armed men, one of them dressed in police attire, raided the night in a house in the Ngongolio district in the town of Beni.","Two armed men, one of them dressed in police attire, raided the night in a house in the Ngongolio district in the town of Beni. The assailants looted $900.",7/2/2018,1,Looting
29.30465,0.0808,Unidentified men raped and killed a 17-year-old girl in the Vighole neighborhood in Butembo town.,Unidentified men raped and killed a 17-year-old girl in the Vighole neighborhood in Butembo town. The attackers threw the body of the victim into the Mususa River.,7/2/2018,4,Killing
28.95137,-1.04724,Unidentified gunmen robbed a FUSO brand vehicle near the village of Kilibiri in Masisi territory.,Unidentified gunmen robbed a FUSO brand vehicle near the village of Kilibiri in Masisi territory. The FARDC soldiers who were aboard this vehicle opened fire and killed an assailant. The FARDC recovered the assailant's weapon.,7/2/2018,3,Clash
29.02413,-1.70569,Men carrying knives raided a house in Majengo village in Kalehe territory.,Men carrying knives raided a house in Majengo village in Kalehe territory. The attackers looted money and a phone.,7/1/2018,1,Looting
29.41014,0.16333,"Unidentified gunmen raided the COOPADE facilities and a household in the village of Kisunga in Beni territory. The assailants looted money, two batteries, solar panels and telephones.","Unidentified gunmen raided the COOPADE compound and a household in the village of Kisunga in Beni territory. The assailants looted money, two batteries, solar panels and telephones.",7/1/2018,1,Looting
28.55072,-1.45827,Mai-Mai Guides-MAC raided the villages of Chumbawamba and Brazza in Walikale territory. The assailants took out seven goats.,The Mai-Mai Guides-MAC raided the villages of Chumbawamba and Brazza in Walikale territory. The assailants took seven goats.,7/1/2018,1,Looting
28.65878,-3.68483,"The Twiganeho, reportedly allied with the Ngumino and RNC, counter-attacked the Mai-Mai Biloze Bishambuke in the village of Kagogo in Uvira territory.","The Twiganeho, reportedly allied with the Ngumino and RNC, counter-attacked the Mai-Mai Biloze Bishambuke in the village of Kagogo in Uvira territory. The Twiganeho and their allies pushed the Mai-Mai Biloze Bishambuke back to the villages of Lubakakya, Elemamba and Atengya. The Twiganeho and their allies set fire to houses in these villages.",7/1/2018,3,Clash
28.65878,-3.68483,The Mai-Mai Biloze Bishambuke attacked the Twiganeho coalition with the Ngumino and the RNC in the village of Kagogo in Uvira territory.,"The Mai-Mai Biloze Bishambuke attacked the Twiganeho coalition with the Ngumino and the RNC in the village of Kagogo in Uvira territory. After chasing away the Twiganeho and their allies, the Mai-Mai Biloze Bishambuke burned down houses and took away cattle.",7/1/2018,1,Clash
28.89146,-2.02548,Unidentified gunmen raided the office of the 8th CEPAC church in Kanyunyi village in Kalehe territory. The attackers looted $ 232 and a battery.,Unidentified gunmen raided the office of the 8th CEPAC church in Kanyunyi village in Kalehe territory. The attackers stole $232 and a battery.,6/30/2018,1,Looting
29.71698,0.04265,The police dispersed a peaceful march organized by the militants of the LUCHA in rural commune of Kasinda.,The police dispersed a peaceful march organized by members of LUCHA in the rural commune of Kasinda. The police arrested sixteen militants. The demonstrators protested against the use of the voting machine in the elections of 23 December 2018.,6/30/2018,4,Political Repression
28.60771,-1.13632,The APCLS attacked the position of the NDC Guidon and the Mapenzi Group in the village of Manyema in Walikale territory.,The APCLS attacked the position of the NDC Guidon and the Mapenzi Group in the village of Manyema in Walikale territory. This clash left seven dead in the ranks of the NDC Guidon and Mapenzi group.,6/30/2018,3,Clash
29.18784,-0.90135,"After bandits looted the village of Kabanda in Rutshuru territory, youths who were chasing the looters were attacked by the FARDC who had come to hunt the looters.","After bandits looted the village of Kabanda in Rutshuru territory, youths who were chasing the looters were attacked by the FARDC who had come to hunt the looters. The FARDC killed a 21-year-old man and wounded a 25-year-old.",6/29/2018,3,Killing
29.22183,-0.91311,"Unidentified armed men looted property in Kibingu village, Rutshuru territory.","Unidentified armed men looted property in Kibingu village, Rutshuru territory.",6/29/2018,1,Looting
28.29322,-2.67454,"The Raia Mutomboki Walike and Mabala robbed a convoy of the NGO ACTED in Ikeke village, Shabunda territory.","The Raia Mutomboki Walike and Mabala robbed a convoy of the NGO ACTED in Ikeke village, Shabunda territory. The assailants looted money and telephones.",6/29/2018,1,Looting
29.33084,-1.51642,Unidentified gunmen who kidnapped a man in Buhumba village in Nyiragongo territory released the hostage.,The unidentified gunmen who had kidnapped a man in Buhumba village in Nyiragongo territory released the hostage.,6/29/2018,1,Returnee
29.35933,-1.21612,Unidentified gunmen killed a 24-year-old man in Muhanga village in Rutshuru territory with a crude weapon.,Unidentified gunmen killed a 24-year-old man in Muhanga village in Rutshuru territory with a crude weapon. The victim's body was found in a field.,6/29/2018,3,Killing
27.936,-2.68731,"Raia Mutomboki Walike and Raia Mutomboki Ngandu, who forced 20 men to carry looted goods to Myangati and Nyakavunga villages in Shabunda territory, released the captured hostages and policemen.","Raia Mutomboki Walike and Raia Mutomboki Ngandu, who had forced 20 men to carry looted goods to Myangati and Nyakavunga villages in Shabunda territory, released the captured hostages and policemen.",6/29/2018,1,Returnee
29.33084,-1.51642,Unidentified gunmen raided a house in Buhumba village in Nyiragongo territory.,Unidentified gunmen raided a house in Buhumba village in Nyiragongo territory. The attackers shot and wounded a man. They also kidnapped a man.,6/28/2018,1,Abduction
29.86049,0.93722,An FARDC soldier shot and killed a 40-year-old man in the village of Kitsimba in Beni territory.,"An FARDC soldier shot and killed a 40-year-old man in the village of Kitsimba in Beni territory. The FARDC soldier demanded money from the victim, but he had nothing to give.",6/28/2018,3,Killing
29.40147,-1.23106,The FARDC attacked the FDLR-FOCA who had just looted two goats in Kako village in Rutshuru territory.,The FARDC attacked the FDLR-FOCA who had just looted two goats in Kako village in Rutshuru territory. The FARDC chased away the attackers.,6/28/2018,1,Clash
29.40147,-1.23106,The FDLR-FOCA raided Kako village in Rutshuru territory.,The FDLR-FOCA raided Kako village in Rutshuru territory. They looted two goats.,6/28/2018,1,Looting
29.45434,-1.35325,The Nyatura FDP wounded by white weapon a man aged 36 years in the village of Nkokwe in the territory of Rutshuru.,"The Nyatura FDP wounded a man of 36 years with the crude weapon in the village of Nkokwe, territory of Rutshuru.&nbsp;",6/28/2018,1,Serious Injury
27.936,-2.68731,Raia Mutomboki Walike and Ngandu raided the villages of Myangati and Nyakavunga in Shabunda territory.,"Raia Mutomboki Walike and Ngandu raided the villages of Myangati and Nyakavunga in Shabunda territory. The attackers captured several police officers. They tortured and injured police and civilians. They stole five goats, eight ducks and other property. The attackers forced twenty people to carry the looted goods.",6/28/2018,4,Clash
28.85044,-0.96434,The NIEA looted money and property from a trader near the village of Malemo in Masisi territory.,The CNRD looted money and property from a trader near the village of Malemo in Masisi territory.,6/28/2018,1,Looting
28.85623,-2.53272,Unidentified gunmen raided two houses in Ndendere neighborhood in Bukavu town.,"Unidentified gunmen raided two houses in Ndendere neighborhood in Bukavu town. The attackers looted $210, two televisions, six telephones, three jackets and four shoes.",6/28/2018,1,Looting
29.29229,0.11355,Two armed men on motorbikes fired on FARDC soldiers in custody of a colonel in Matanda district in Butembo town.,Two armed men on motorbikes fired at FARDC soldiers who had been arrested and were in the custody of a colonel in Matanda district in Butembo town. They injured an FARDC soldier.,6/28/2018,2,Clash
29.26373,0.08769,Unidentified gunmen raided a house in the village of Musimba in Lubero territory during the night.,Unidentified gunmen raided a house in the village of Musimba in Lubero territory during the night. The attackers shot and wounded two men and one woman.,6/28/2018,1,Serious Injury
28.84747,-2.513,Unidentified gunmen raided a house in Nkafu neighborhood in Bukavu town.,Unidentified gunmen raided a house in Nkafu neighborhood in Bukavu town. The attackers looted money and property.,6/28/2018,1,Looting
29.05385,-1.553,Unidentified gunmen robbed four AAA vehicles near Kimoka village in Masisi territory.,Unidentified gunmen robbed four AAA vehicles near Kimoka village in Masisi territory. The attackers shot and wounded three men. They looted money and property.,6/28/2018,1,Looting
29.6006,-1.31858,Unidentified gunmen who kidnapped a 38-year-old man from Rutsiro village in Rutshiro territory released the hostage.,Unidentified gunmen who had kidnapped a 38-year-old man from Rutsiro village in Rutshiro territory released the hostage.,6/28/2018,1,Returnee
29.6006,-1.31858,Four unidentified gunmen raided a house in Rutsiro village in Rutshuru territory during the night.,Four unidentified gunmen raided a house in Rutsiro village in Rutshuru territory during the night. The attackers abducted a 38-year-old man.,6/27/2018,1,Abduction
28.90468,-2.01042,Unidentified gunmen raided a house in Cizi village in Kalehe territory.,Unidentified gunmen raided a house in Cizi village in Kalehe territory. The attackers fired a shot in the head of a 56-year-old man. The victim succumbed to his injuries at Ihusi Hospital.,6/27/2018,3,Killing
29.18251,-0.57522,A FARDC military police officer fired on his colleague at Kasando military camp in rural Kirumba commune.,A FARDC military police officer fired on his colleague at Kasando military camp in rural Kirumba commune. The victim died on the spot.,6/27/2018,1,Clash
28.58125,-1.76,"The Mai-Mai Kirikicho raped three women aged 18, 23 and 27 respectively in the village of Kilambo in the territory of Walikale.","The Mai-Mai Kirikicho raped three women aged 18, 23 and 27, respectively, in the village of Kilambo in the territory of Walikale.",6/27/2018,4,Rape
29.10271,-1.12113,CNRD stabbed to death a 31-year-old man in Katsiru village in Rutshuru territory.,CNRD stabbed to death a 31-year-old man in Katsiru village in Rutshuru territory. The victim was going to the Katsiru Institute where he was teaching.,6/27/2018,3,Killing
28.52231,-2.0546,"A Raia Mutomboki Hamakombo fighter who wanted to return home stabbed his wife in Kambale village, Kalehe territory.","A Raia Mutomboki Hamakombo fighter who was returning home stabbed his wife in Kambale village, Kalehe territory. He accused his wife of taking another husband. After the attack, he returned to the bush.",6/27/2018,1,Serious Injury
28.83346,-1.20323,Nyatura Kavumbi attacked other the Nyatura Mudogo at Rwankeri village in Masisi territory.,Nyatura Kavumbi attacked other the Nyatura Mudogo at Rwankeri village in Masisi territory. The population fled from the village.,6/27/2018,1,Clash
29.30465,0.0808,Unidentified gunmen raided the Vighole neighborhood in Butembo town.,"Unidentified gunmen raided the Vighole neighborhood in Butembo town. The attackers injured three officials at the Kasumbira toll booth on the road. They stole $27, three phones and a rabbit.",6/27/2018,1,Looting
29.28731,-0.80025,"The FDLR-RUD who kidnapped three men at Rwindi village in Rutshuru territory released the hostages after paying a ransom of $1,500.","The FDLR-RUD who kidnapped three men at Rwindi village in Rutshuru territory released the hostages after paying a ransom of $1,500. The hostages were construction workers fixing the road.",6/27/2018,1,Returnee
29.49567,-1.08637,"The FDLR-RUD who had kidnapped a 41-year-old man near Muserege village in Rutshuru territory released the hostage after receiving a $1,000 ransom.","The FDLR-RUD who had kidnapped a 41-year-old man near Muserege village in Rutshuru territory released the hostage after receiving a $1,000 ransom.",6/27/2018,1,Returnee
28.89455,-1.7873,"An FARDC soldier shot and wounded two men aged 23 and 24, respectively, in a bar in Numbi village in Kalehe territory.","An FARDC soldier shot and wounded two men aged 23 and 24, respectively, in a bar in Numbi village in Kalehe territory. The drunk soldier had had shot his gun inadvertently.&nbsp;",6/26/2018,1,Serious Injury
28.76512,-1.8338,The FARDC captured a Nyatura Kalume close to Lumbishi village in Kalehe territory. The FARDC seized his weapon.,The FARDC captured a Nyatura Kalume close to Lumbishi village in Kalehe territory. The FARDC seized his weapon.&nbsp;,6/26/2018,1,Clash
29.14487,-3.37288,Unidentified armed men attacked policemen patrolling Rombe I neighborhood of Uvira rural commune.,Unidentified armed men attacked policemen patrolling Rombe I neighborhood of Uvira rural commune. The policemen supported by the FARDC killed one of the assailants. The police seized the killed assailant's weapon.&nbsp;,6/26/2018,3,Clash
28.82709,-1.2441,The Mapenzi Group attacked the APCLS position in Lwibo village in Masisi territory.,The Mapenzi Group attacked the APCLS position in Lwibo village in Masisi territory. The clash left four dead and six wounded in the ranks of the Mapenzi group.,6/26/2018,1,Clash
29.03918,-1.25959,The APCLS attacked armed men identified as Nyatura Bavuga in Kyekire village in Masisi territory.,The APCLS attacked armed men identified as Nyatura Bavuga in Kyekire village in Masisi territory. The APCLS killed a member of this newly-formed armed group.,6/26/2018,3,Clash
28.83346,-1.20323,Nyatura Jean-Marie looted 26 cows on a farm in Lwama village in Masisi territory.,Nyatura Jean-Marie looted 26 cows on a farm in Lwama village in Masisi territory.,6/26/2018,1,Looting
29.22826,0.38778,The Mai-Mai Mazembe killed an ANR agent in a drinking establishment in the village of Mambale in Beni territory.,The Mai-Mai Mazembe killed an ANR agent in a bar in the village of Mambale in Beni territory.,6/25/2018,3,Clash
29.10271,-1.12113,CNRD raided Katsiru village in Rutshuru territory during the night.,"CNRD raided Katsiru village in Rutshuru territory during the night. Following an outcry, the attackers fired at random into the houses, killing a 29-year-old woman and her six-year-old child.",6/25/2018,3,Killing
29.61399,0.83699,"Following FARDC bombing of suspected ADF positions, the kidnappers released three hostages close to Mayi-Safi village in Beni territory.","Following FARDC bombing of suspected ADF positions, the kidnappers released three hostages close to Mayi-Safi village in Beni territory.&nbsp;",6/25/2018,1,Returnee
29.56549,-0.89796,The Mai-Mai Charles attacked the FARDC position in the village of Kafunzo in Rutshuru territory.,The Mai-Mai Charles attacked the FARDC position in the village of Kafunzo in Rutshuru territory. The Mai-Mai Charles killed sixteen FARDC soldiers and took their weapons and ammunition.,6/25/2018,4,Clash
29.49567,-1.08637,The FDLR-RUD kidnapped a 41-year-old man on the Kinyandonyi-Busanza road near the village of Muserege in Rutshuru territory,The FDLR-RUD kidnapped a 41-year-old man on the Kinyandonyi-Busanza road near the village of Muserege in Rutshuru territory. The kidnappers also took $84 and two phones. They demanded a ransom for the release of the hostage.,6/25/2018,1,Kidnap for Ransom
28.98056,-1.04364,The CNRD killed a 43-year-old man in Kalembe village in Masisi territory.,The CNRD killed a 43-year-old man in Kalembe village in Masisi territory.,6/24/2018,3,Killing
28.8964,-2.03551,Unidentified gunmen raided the compound of Mabula Primary School and the 55th CBCE church office in Cibira village in Kalehe territory during the night.,"Unidentified gunmen raided the compound of Mabula Primary School and the 55th CBCE church office in Cibira village in Kalehe territory during the night. The attackers looted money, a computer and other property.",6/24/2018,1,Looting
28.80031,-3.49474,"The Mai-Mai Biloze Bishambuke attacked the Twiganeho and Ngumino who were burning down houses in the villages of Nyogomberwa, Runywera, Bijingi, Namurambagira in Uvira territory.","The Mai-Mai Biloze Bishambuke attacked the Twiganeho and Ngumino who were burning down houses in the villages of Nyogomberwa, Runywera, Bijingi, Namurambagira in Uvira territory. The Mai-Mai Biloze Bishambuke chased the Twiganeho and Ngumino from these villages.",6/24/2018,1,Clash
28.80031,-3.49474,"Twiganeho and Ngumino raided the villages of Nyogomberwa, Runywera, Bijingi, Namurambagira in Uvira territory.","Twiganeho and Ngumino raided the villages of Nyogomberwa, Runywera, Bijingi, Namurambagira in Uvira territory. The attackers burned down 80 houses.",6/24/2018,6,Destruction of Property
29.23453,-1.67162,Unidentified armed men shot and killed a 29-year-old man in the Majengo neighborhood of Goma.,Unidentified armed men shot and killed a 29-year-old man in the Majengo neighborhood of Goma.&nbsp;,6/24/2018,3,Killing
28.80774,-1.79777,Four unidentified gunmen raided a house in Mishuli village in Kalehe territory during the night.,Four unidentified gunmen raided a house in Mishuli village in Kalehe territory during the night. The attackers raped a 28-year-old woman. The victim was admitted for treatment in a health facility in Tushunguti village.,6/24/2018,1,Rape
29.10271,-1.12113,"The CNRD arrested three young boys aged 17, 20 and 24, respectively, in Katsiru village in Rutshuru territory and took them to their camp.","The CNRD arrested three young boys aged 17, 20 and 24, respectively, in Katsiru village in Rutshuru territory and took them to their camp. The CNRD then stabbed them to death.&nbsp;<br>",6/24/2018,4,Killing
29.17625,-3.04401,Unidentified gunmen robbed an Isuzu vehicle near Nyamoma village in Uvira territory.,"Unidentified gunmen robbed an Isuzu vehicle near Nyamoma village in Uvira territory. The attackers abducted two men, aged 36 and 48, respectively.",6/23/2018,1,Abduction
29.17625,-0.63084,"Following the kidnapping of three men in Kayna rural commune, the hostages' family members handed over the first tranche of the ransom of $1,200.","Following the kidnapping of three men in Kayna rural commune, the hostages' family members handed over the first tranche of the ransom of $1,200. While they were handing over the second tranche the FARDC opened fire at the kidnappers. The hostages escaped into the Virunga park. The FARDC released the three hostages.&nbsp;",6/23/2018,1,Clash
27.96243,-2.62961,The Raia Mutomboki Wemba and Mabala raided Kakongya village in Shabunda territory.,"The Raia Mutomboki Wemba and Mabala raided Kakongya village in Shabunda territory. The assailants stole $151, livestock and goods.&nbsp;",6/23/2018,1,Looting
28.85548,-2.14549,The 45-year-old man abducted the previous day by four unidentified gunmen at Nyawaronga village in Kalehe territory escaped from his captors.,The 45-year-old man abducted the previous day by four unidentified gunmen at Nyawaronga village in Kalehe territory escaped from his captors.,6/23/2018,1,Returnee
29.52549,0.50648,Unidentified gunmen ambushed the FARDC escorting civilians to gather the bodies of three people killed in Mayangose in Beni territory.,Unidentified gunmen ambushed the FARDC escorting civilians to gather the bodies of three people killed in Mayangose in Beni territory. The delegation was forced to turn back.,6/23/2018,3,Clash
29.02562,-1.33627,Unidentified armed men shot and killed a policeman in Burungu village in Masisi territory as the victim was returning from work.,Unidentified armed men shot and killed a policeman in Burungu village in Masisi territory as the victim was returning from work.&nbsp;,6/22/2018,3,Clash
28.8991,-1.78404,Unidentified armed men ambushed a motorcycle transporting an FARDC soldier close to Chamiloge village in Kalehe territory.,Unidentified armed men ambushed a motorcycle transporting an FARDC soldier close to Chamiloge village in Kalehe territory. The assailants shot and killed the driver who was driving the motorcycle and injured the FARDC soldier.&nbsp;,6/22/2018,3,Killing
27.9887,-2.60577,Raia Mutomboki Vunja Vikwazo raided the village of Mitala in Shabunda territory.,"Raia Mutomboki Vunja Vikwazo raided the village of Mitala in Shabunda territory. The attackers looted money, livestock and property. They forced five men to carry looted goods.",6/22/2018,1,Abduction
29.31057,0.13835,Armed men wearing military uniforms broke into two houses in the Kitulu neighborhood of Butembo.,Armed men wearing military uniforms broke into two houses in the Kitulu neighborhood of Butembo. The assailants shot and wounded two men. They looted money and goods.&nbsp;,6/22/2018,1,Looting
29.45438,0.49055,Men carrying knives raided the home of an FARDC soldier in Kanzulinzuli neighborhood in Beni city.,Men carrying knives raided the home of an FARDC soldier in Kanzulinzuli neighborhood in Beni city. The FARDC soldier and his colleague shot back. The attackers fled.,6/22/2018,1,Clash
29.34774,-1.5379,Unidentified armed men killed a Rwandan woman close to Vubiro village in Nyiragonongo territory.,Unidentified armed men killed a Rwandan woman close to Vubiro village in Nyiragonongo territory. The victim's dead body was found close to the DRC-Rwanda border.&nbsp;,6/22/2018,3,Killing
28.85548,-2.14549,Four unidentified gunmen raided a farm in Nyawaronga village in Kalehe territory.,Four unidentified gunmen raided a farm in Nyawaronga village in Kalehe territory. The attackers abducted a 45-year-old man.<br>,6/22/2018,1,Abduction
29.52549,0.50648,Unidentified gunmen killed two men and a woman in Mayangose village in Beni territory.,Unidentified gunmen killed two men and a woman in Mayangose village in Beni territory. The bodies of victims were found by farmers.,6/22/2018,3,Killing
28.53566,-1.70728,The Mai-Mai Shalio looted traders' goods near the village of Bunyamwirimbwa in Walikale territory.,The Mai-Mai Shalio looted traders' goods near the village of Bunyamwirimbwa in Walikale territory.,6/22/2018,1,Looting
29.29229,0.11355,Armed men wearing military uniforms broke into a house in the Vutetse neighborhood of Butembo during the night.,Armed men wearing military uniforms broke into a house in the Vutetse neighborhood of Butembo during the night. The assailants shot and killed a 24-year-old man and wounded a woman. They looted money.&nbsp;,6/21/2018,3,Killing
29.36284,-1.34032,Unidentified gunmen fired into a house through a window in Rumangabo village in Rutshuru territory.,Unidentified gunmen fired into a house through a window in Rumangabo village in Rutshuru territory. The bullets hit a 29-year-old woman who died of her injuries.,6/21/2018,3,Killing
29.25302,-1.63047,Unidentified armed men broke into a house in Kasenyi village in Nyiragongo territory during the night.,Unidentified armed men broke into a house in Kasenyi village in Nyiragongo territory during the night. The assailants shot a man. The victim died from his injuries.&nbsp;,6/21/2018,3,Killing
29.49365,0.53789,Unidentified gunmen ambushed an FARDC convoy in the Boikene neighborhood of Beni.,Unidentified gunmen ambushed an FARDC convoy in the Boikene neighborhood of Beni. Two FARDC soldiers were killed during the ambush.&nbsp;,6/21/2018,3,Clash
29.47103,0.49733,An FARDC soldier broke into the Regideso (public water company) office in the Matonge neighborhood of Beni during the night.,An FARDC soldier broke into the Regideso (public water company) office in the Matonge neighborhood of Beni during the night. The soldier destroyed the documents he found in the office.&nbsp;,6/21/2018,1,Destruction of Property
29.1642,-3.23383,The Mai-Mai Nyerere who abducted a 24-year-old man close to Kiliba rural commune in Uvira territory released the hostage.,The Mai-Mai Nyerere who abducted a 24-year-old man close to Kiliba rural commune in Uvira territory released the hostage.&nbsp;,6/21/2018,1,Returnee
29.58781,-1.31974,The three unidentified armed men who kidnapped a 5-year-old boy in Ntamugenga village in Rutshuru territory released the hostage after a ransom was paid.,The three unidentified armed men who kidnapped a 5-year-old boy in Ntamugenga village in Rutshuru territory released the hostage after a ransom was paid.&nbsp;,6/21/2018,1,Returnee
29.50687,-1.24762,Unidentified armed men who kidnapped a 42-year-old man close to Rwampisi village in Rutshuru territory released the hostage after a ransom of $500 was paid.,Unidentified armed men who kidnapped a 42-year-old man close to Rwampisi village in Rutshuru territory released the hostage after a ransom of $500 was paid.&nbsp;,6/21/2018,1,Returnee
29.35495,0.3234,The Mai-Mai Mazembe ambushed an FARDC convoy in Kalunguta village in Beni territory.,The Mai-Mai Mazembe ambushed an FARDC convoy in Kalunguta village in Beni territory. The FARDC convoy was moving from Butembo to Beni. Five FARDC soldiers were injured during the ambush.&nbsp;,6/21/2018,2,Clash
29.40052,-1.12911,Five unidentified gunmen who kidnapped a woman and a boy in Kahunga village in Rutshuru territory released the hostages after a ransom was paid.,Five unidentified gunmen who kidnapped a woman and a boy in Kahunga village in Rutshuru territory released the hostages after a ransom was paid.&nbsp;,6/21/2018,1,Returnee
29.17522,-0.63324,Unidentified armed men held up a motorcycle in Mapera concession in Kayna rural commune.,Unidentified armed men held up a motorcycle in Mapera concession in Kayna rural commune. The assailants kidnapped three men and left the motorcycle driver.&nbsp; The kidnappers demanded a ransom to release the hostages.&nbsp;,6/20/2018,1,Kidnap for Ransom
28.88978,-1.79191,Unidentified armed men shot a taxi driver close to Shanje village in Kalehe territory.,Unidentified armed men shot a taxi driver close to Shanje village in Kalehe territory. The assailants injured the victim in the thigh.&nbsp;,6/20/2018,1,Serious Injury
28.85001,-2.5172,Unidentified armed men broke into five houses in the Mosala neighborhood of Bukavu during the night.,Unidentified armed men broke into five houses in the Mosala neighborhood of Bukavu during the night. The assailants looted money and goods.&nbsp;,6/20/2018,1,Looting
28.49686,-1.25568,The NDC Guidon attacked the NDC Sheka position in Kangera village in Walikale territory.,The NDC Guidon attacked the NDC Sheka position in Kangera village in Walikale territory. Four NDC Sheka and one NDC Guidon combatants were killed and one NDC Guidon combatant was injured during the attack.&nbsp;,6/20/2018,3,Clash
29.02126,-1.70766,Unidentified gunmen broke into a house in Minova village in Kalehe territory.,Unidentified gunmen broke into a house in Minova village in Kalehe territory. The assailants injured a 36-year-old man and his wife. They looted goods.&nbsp;,6/20/2018,1,Looting
29.1117,-3.03681,Four unidentified gunmen who kidnapped a man close to Mutarule II village in Uvira territory released the hostage after a ransom of $400 was paid.,Four unidentified gunmen who kidnapped a man close to Mutarule II village in Uvira territory released the hostage after a ransom of $400 was paid.&nbsp;,6/20/2018,1,Returnee
28.58579,-1.7114,The Mai-Mai Kifuafua Delphin shot and killed one of the two Mai-Mai Shalio captured during the clash between the two factions close to Kahunju village in Walikale territory.,The Mai-Mai Kifuafua Delphin shot and killed one of the two Mai-Mai Shalio captured during the clash between the two factions close to Kahunju village in Walikale territory. The incident happened as the Mai-Mai Shalio combatant tried to escape.&nbsp;,6/20/2018,3,Clash
28.09169,-0.80918,"The NDC Guidon attacked the FARDC patrolling the ""Uni"" mining site in Walikale territory.","The NDC Guidon attacked the FARDC patrolling the ""Uni"" mining site in Walikale territory. One NDC Guidon and two civilians were injured during the attack.&nbsp;",6/20/2018,2,Clash
29.14372,-0.53394,Unidentified gunmen tried to hold up a mini bus close to Mighobwe village in Lubero territory.,Unidentified gunmen tried to hold up a mini bus close to Mighobwe village in Lubero territory. Three FARDC soldiers who were in the mini bus fired back. An exchange of fire followed. An FARDC soldier was injured during the shooting.&nbsp;,6/19/2018,2,Clash
29.21461,-1.6778,Unidentified armed men broke into an Airtel money shop in the Katindo neighborhood of Goma.,Unidentified armed men broke into an Airtel money shop in the Katindo neighborhood of Goma. The assailants shot and wounded a man and stole money.&nbsp;,6/19/2018,1,Looting
