publication_date,report_date,country,province,health_zone,confirmed_cases,probable_cases,total_cases,confirmed_deaths,total_deaths,total_suspected_cases,new_deaths,new_cured,total_cured,new_suspected_cases,old_suspected_cases,confirmed_cases_change,probable_cases_change,total_cases_change,confirmed_deaths_change,total_deaths_change,total_suspected_cases_change,source
2018-12-17,2018-12-16,COD,North Kivu,Katwa,65,4,69,42,46,16,,,,,,3,0,3,2,2,5,https://mailchi.mp/sante.gouv.cd/ebola_kivu_17dec
2018-12-17,2018-12-16,COD,North Kivu,Kyondo,6,2,8,3,5,0,,,,,,0,0,0,0,0,-3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_17dec
2018-12-17,2018-12-16,COD,North Kivu,Mabalako,79,16,95,46,62,0,,,,,,0,0,0,0,0,-9,https://mailchi.mp/sante.gouv.cd/ebola_kivu_17dec
2018-12-17,2018-12-16,COD,North Kivu,Masereka,7,1,8,2,3,1,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_17dec
2018-12-17,2018-12-16,COD,North Kivu,Musienene,3,1,4,2,3,1,,,,,,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_17dec
2018-12-17,2018-12-16,COD,North Kivu,Mutwanga,3,0,3,2,2,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_17dec
2018-12-17,2018-12-16,COD,North Kivu,Oicha,8,0,8,2,2,5,,,,,,1,0,1,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_17dec
2018-12-17,2018-12-16,COD,North Kivu,Vuhovi,8,0,8,3,3,0,,,,,,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_17dec
2018-12-17,2018-12-16,COD,Ituri,Komanda,17,0,17,7,7,3,,,,,,2,0,2,0,0,-3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_17dec
2018-12-17,2018-12-16,COD,Ituri,Mandima,17,3,20,10,13,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_17dec
2018-12-17,2018-12-16,COD,Ituri,Tchomia,2,0,2,2,2,1,,,,,,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_17dec
2018-12-16,2018-12-15,COD,North Kivu,Beni,207,9,216,113,122,43,,,,,,0,0,0,1,1,-6,https://mailchi.mp/sante.gouv.cd/ebola_kivu_16dec
2018-12-16,2018-12-15,COD,North Kivu,Biena,1,0,1,0,0,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_16dec
2018-12-16,2018-12-15,COD,North Kivu,Butembo,32,0,32,16,16,7,,,,,,2,0,2,1,1,-13,https://mailchi.mp/sante.gouv.cd/ebola_kivu_16dec
2018-12-16,2018-12-15,COD,North Kivu,Kalunguta,34,12,46,17,29,1,,,,,,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_16dec
2018-12-16,2018-12-15,COD,North Kivu,Katwa,62,4,66,40,44,11,,,,,,0,0,0,0,0,5,https://mailchi.mp/sante.gouv.cd/ebola_kivu_16dec
2018-12-16,2018-12-15,COD,North Kivu,Kyondo,6,2,8,3,5,3,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_16dec
2018-12-16,2018-12-15,COD,North Kivu,Lubero,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_16dec
2018-12-16,2018-12-15,COD,North Kivu,Mabalako,79,16,95,46,62,9,,,,,,0,0,0,0,0,3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_16dec
2018-12-16,2018-12-15,COD,North Kivu,Masereka,7,1,8,2,3,1,,,,,,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_16dec
2018-12-16,2018-12-15,COD,North Kivu,Musienene,3,1,4,2,3,0,,,,,,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_16dec
2018-12-16,2018-12-15,COD,North Kivu,Mutwanga,3,0,3,2,2,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_16dec
2018-12-16,2018-12-15,COD,North Kivu,Oicha,7,0,7,2,2,3,,,,,,0,0,0,0,0,3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_16dec
2018-12-16,2018-12-15,COD,North Kivu,Vuhovi,8,0,8,3,3,2,,,,,,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_16dec
2018-12-16,2018-12-15,COD,Ituri,Komanda,15,0,15,7,7,6,,,,,,0,0,0,0,0,3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_16dec
2018-12-16,2018-12-15,COD,Ituri,Mandima,17,3,20,10,13,0,,,,,,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_16dec
2018-12-16,2018-12-15,COD,Ituri,Tchomia,2,0,2,2,2,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_16dec
2018-12-15,2018-12-14,COD,North Kivu,Beni,207,9,216,112,121,49,,,,,,0,0,0,1,1,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_15dec
2018-12-15,2018-12-14,COD,North Kivu,Biena,1,0,1,0,0,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_15dec
2018-12-15,2018-12-14,COD,North Kivu,Butembo,30,0,30,15,15,20,,,,,,0,0,0,0,0,12,https://mailchi.mp/sante.gouv.cd/ebola_kivu_15dec
2018-12-15,2018-12-14,COD,North Kivu,Goma,0,0,0,0,0,2,,,,,,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_15dec
2018-12-15,2018-12-14,COD,North Kivu,Kalunguta,34,12,46,17,29,2,,,,,,1,0,1,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_15dec
2018-12-15,2018-12-14,COD,North Kivu,Katwa,62,4,66,40,44,6,,,,,,2,0,2,1,1,-14,https://mailchi.mp/sante.gouv.cd/ebola_kivu_15dec
2018-12-15,2018-12-14,COD,North Kivu,Kyondo,6,2,8,3,5,3,,,,,,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_15dec
2018-12-15,2018-12-14,COD,North Kivu,Lubero,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_15dec
2018-12-15,2018-12-14,COD,North Kivu,Mabalako,79,16,95,46,62,6,,,,,,4,0,4,2,2,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_15dec
2018-12-15,2018-12-14,COD,North Kivu,Masereka,7,1,8,2,3,2,,,,,,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_15dec
2018-12-15,2018-12-14,COD,North Kivu,Musienene,3,1,4,2,3,1,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_15dec
2018-12-15,2018-12-14,COD,North Kivu,Mutwanga,3,0,3,2,2,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_15dec
2018-12-15,2018-12-14,COD,North Kivu,Oicha,7,0,7,2,2,0,,,,,,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_15dec
2018-12-15,2018-12-14,COD,North Kivu,Vuhovi,8,0,8,3,3,1,,,,,,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_15dec
2018-12-15,2018-12-14,COD,Ituri,Komanda,15,0,15,7,7,3,,,,,,1,0,1,1,1,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_15dec
2018-12-15,2018-12-14,COD,Ituri,Mandima,17,3,20,10,13,1,,,,,,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_15dec
2018-12-15,2018-12-14,COD,Ituri,Tchomia,2,0,2,2,2,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_15dec
2018-12-14,2018-12-13,COD,North Kivu,Beni,207,9,216,111,120,48,,,,,,2,0,2,1,1,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_14dec
2018-12-14,2018-12-13,COD,North Kivu,Biena,1,0,1,0,0,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_14dec
2018-12-14,2018-12-13,COD,North Kivu,Butembo,30,0,30,15,15,8,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_14dec
2018-12-14,2018-12-13,COD,North Kivu,Kalunguta,33,12,45,17,29,0,,,,,,1,0,1,1,1,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_14dec
2018-12-14,2018-12-13,COD,North Kivu,Katwa,60,4,64,39,43,20,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_14dec
2018-12-14,2018-12-13,COD,North Kivu,Kyondo,6,2,8,3,5,2,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_14dec
2018-12-14,2018-12-13,COD,North Kivu,Lubero,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_14dec
2018-12-14,2018-12-13,COD,North Kivu,Mabalako,75,16,91,44,60,8,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_14dec
2018-12-14,2018-12-13,COD,North Kivu,Masereka,7,1,8,2,3,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_14dec
2018-12-14,2018-12-13,COD,North Kivu,Musienene,3,1,4,2,3,1,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_14dec
2018-12-14,2018-12-13,COD,North Kivu,Mutwanga,3,0,3,2,2,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_14dec
2018-12-14,2018-12-13,COD,North Kivu,Oicha,7,0,7,2,2,2,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_14dec
2018-12-14,2018-12-13,COD,North Kivu,Vuhovi,8,0,8,3,3,2,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_14dec
2018-12-14,2018-12-13,COD,Ituri,Komanda,14,0,14,6,6,3,,,,,,3,0,3,1,1,-3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_14dec
2018-12-14,2018-12-13,COD,Ituri,Mandima,17,3,20,10,13,3,,,,,,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_14dec
2018-12-14,2018-12-13,COD,Ituri,Tchomia,2,0,2,2,2,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_14dec
2018-12-13,2018-12-12,COD,North Kivu,Beni,205,9,214,110,119,46,,,,,,1,0,1,-1,-1,-16,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13dec
2018-12-13,2018-12-12,COD,North Kivu,Biena,1,0,1,0,0,0,,,,,,1,0,1,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13dec
2018-12-13,2018-12-12,COD,North Kivu,Butembo,30,0,30,15,15,8,,,,,,0,0,0,-1,-1,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13dec
2018-12-13,2018-12-12,COD,North Kivu,Kalunguta,32,12,44,16,28,0,,,,,,1,0,1,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13dec
2018-12-13,2018-12-12,COD,North Kivu,Katwa,60,4,64,39,43,20,,,,,,2,0,2,3,3,5,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13dec
2018-12-13,2018-12-12,COD,North Kivu,Kyondo,6,2,8,3,5,2,,,,,,2,0,2,2,2,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13dec
2018-12-13,2018-12-12,COD,North Kivu,Lubero,0,0,0,0,0,0,,,,,,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13dec
2018-12-13,2018-12-12,COD,North Kivu,Mabalako,75,16,91,44,60,8,,,,,,1,0,1,1,1,4,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13dec
2018-12-13,2018-12-12,COD,North Kivu,Masereka,7,1,8,2,3,0,,,,,,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13dec
2018-12-13,2018-12-12,COD,North Kivu,Musienene,3,1,4,2,3,1,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13dec
2018-12-13,2018-12-12,COD,North Kivu,Mutwanga,3,0,3,2,2,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13dec
2018-12-13,2018-12-12,COD,North Kivu,Oicha,7,0,7,2,2,2,,,,,,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13dec
2018-12-13,2018-12-12,COD,North Kivu,Vuhovi,8,0,8,3,3,2,,,,,,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13dec
2018-12-13,2018-12-12,COD,Ituri,Komanda,11,0,11,5,5,6,,,,,,2,0,2,1,1,4,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13dec
2018-12-13,2018-12-12,COD,Ituri,Mandima,17,3,20,10,13,1,,,,,,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13dec
2018-12-13,2018-12-12,COD,Ituri,Tchomia,2,0,2,2,2,0,,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_13dec
2018-12-12,2018-12-11,COD,North Kivu,Beni,204,9,213,111,120,62,6,,,,,0,0,0,6,6,22,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12dec
2018-12-12,2018-12-11,COD,North Kivu,Butembo,30,0,30,16,16,8,1,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12dec
2018-12-12,2018-12-11,COD,North Kivu,Kalunguta,31,12,43,16,28,2,0,,,,,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12dec
2018-12-12,2018-12-11,COD,North Kivu,Katwa,58,4,62,36,40,15,1,,,,,2,0,2,2,2,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12dec
2018-12-12,2018-12-11,COD,North Kivu,Kyondo,4,2,6,1,3,0,0,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12dec
2018-12-12,2018-12-11,COD,North Kivu,Lubero,0,0,0,0,0,1,0,,,,,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12dec
2018-12-12,2018-12-11,COD,North Kivu,Mabalako,74,16,90,43,59,4,1,,,,,1,0,1,1,1,-4,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12dec
2018-12-12,2018-12-11,COD,North Kivu,Masereka,7,1,8,2,3,1,0,,,,,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12dec
2018-12-12,2018-12-11,COD,North Kivu,Musienene,3,1,4,2,3,1,0,,,,,1,0,1,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12dec
2018-12-12,2018-12-11,COD,North Kivu,Mutwanga,3,0,3,2,2,0,0,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12dec
2018-12-12,2018-12-11,COD,North Kivu,Oicha,7,0,7,2,2,1,0,,,,,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12dec
2018-12-12,2018-12-11,COD,North Kivu,Vuhovi,8,0,8,3,3,1,0,,,,,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12dec
2018-12-12,2018-12-11,COD,Ituri,Komanda,9,0,9,4,4,2,0,,,,,1,0,1,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12dec
2018-12-12,2018-12-11,COD,Ituri,Mandima,17,3,20,10,13,2,0,,,,,1,0,1,1,1,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12dec
2018-12-12,2018-12-11,COD,Ituri,Tchomia,2,0,2,2,2,0,0,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_12dec
2018-12-11,2018-12-10,COD,North Kivu,Beni,204,9,213,105,114,40,2,,,,,1,0,1,2,2,-12,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11dec
2018-12-11,2018-12-10,COD,North Kivu,Butembo,30,0,30,16,16,8,1,,,,,0,0,0,1,1,3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11dec
2018-12-11,2018-12-10,COD,North Kivu,Kalunguta,31,12,43,16,28,0,0,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11dec
2018-12-11,2018-12-10,COD,North Kivu,Katwa,56,4,60,34,38,15,0,,,,,0,0,0,0,0,6,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11dec
2018-12-11,2018-12-10,COD,North Kivu,Kyondo,4,2,6,1,3,0,0,,,,,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11dec
2018-12-11,2018-12-10,COD,North Kivu,Lubero,0,0,0,0,0,2,0,,,,,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11dec
2018-12-11,2018-12-10,COD,North Kivu,Mabalako,73,16,89,42,58,8,1,,,,,1,0,1,1,1,8,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11dec
2018-12-11,2018-12-10,COD,North Kivu,Masereka,7,1,8,2,3,0,0,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11dec
2018-12-11,2018-12-10,COD,North Kivu,Musienene,2,1,3,2,3,2,0,,,,,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11dec
2018-12-11,2018-12-10,COD,North Kivu,Mutwanga,3,0,3,2,2,0,0,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11dec
2018-12-11,2018-12-10,COD,North Kivu,Oicha,7,0,7,2,2,0,0,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11dec
2018-12-11,2018-12-10,COD,North Kivu,Vuhovi,8,0,8,3,3,2,0,,,,,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11dec
2018-12-11,2018-12-10,COD,Ituri,Komanda,8,0,8,4,4,0,0,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11dec
2018-12-11,2018-12-10,COD,North Kivu,Mambasa,1,0,1,1,1,1,0,,,,,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11dec
2018-12-11,2018-12-10,COD,Ituri,Mandima,16,3,19,9,12,2,0,,,,,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11dec
2018-12-11,2018-12-10,COD,Ituri,Tchomia,2,0,2,2,2,0,0,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_11dec
2018-12-10,2018-12-09,COD,North Kivu,Beni,203,9,212,103,112,52,0,,,,,0,0,0,0,0,22,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10dec
2018-12-10,2018-12-09,COD,North Kivu,Butembo,30,0,30,15,15,5,0,,,,,0,0,0,0,0,-8,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10dec
2018-12-10,2018-12-09,COD,North Kivu,Kalunguta,31,12,43,16,28,0,0,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10dec
2018-12-10,2018-12-09,COD,North Kivu,Katwa,56,4,60,34,38,9,1,,,,,3,0,3,1,1,3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10dec
2018-12-10,2018-12-09,COD,North Kivu,Kyondo,4,2,6,1,3,2,0,,,,,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10dec
2018-12-10,2018-12-09,COD,North Kivu,Mabalako,72,16,88,41,57,0,0,,,,,0,0,0,0,0,-9,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10dec
2018-12-10,2018-12-09,COD,North Kivu,Masereka,7,1,8,2,3,0,0,,,,,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10dec
2018-12-10,2018-12-09,COD,North Kivu,Musienene,2,1,3,2,3,3,0,,,,,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10dec
2018-12-10,2018-12-09,COD,North Kivu,Mutwanga,3,0,3,2,2,0,0,,,,,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10dec
2018-12-10,2018-12-09,COD,North Kivu,Oicha,7,0,7,2,2,0,0,,,,,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10dec
2018-12-10,2018-12-09,COD,North Kivu,Vuhovi,8,0,8,3,3,1,1,,,,,1,0,1,1,1,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10dec
2018-12-10,2018-12-09,COD,Ituri,Komanda,8,0,8,4,4,0,0,,,,,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10dec
2018-12-10,2018-12-09,COD,North Kivu,Mambasa,1,0,1,1,1,0,0,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10dec
2018-12-10,2018-12-09,COD,Ituri,Mandima,16,3,19,9,12,1,0,,,,,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10dec
2018-12-10,2018-12-09,COD,Ituri,Tchomia,2,0,2,2,2,0,0,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_10dec
2018-12-09,2018-12-08,COD,North Kivu,Beni,203,9,212,103,112,30,0,,,,,1,0,1,0,0,-30,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9dec
2018-12-09,2018-12-08,COD,North Kivu,Butembo,30,0,30,15,15,13,1,,,,,1,0,1,1,1,4,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9dec
2018-12-09,2018-12-08,COD,North Kivu,Kalunguta,31,12,43,16,28,0,0,,,,,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9dec
2018-12-09,2018-12-08,COD,North Kivu,Katwa,53,4,57,33,37,6,0,,,,,0,0,0,0,0,-3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9dec
2018-12-09,2018-12-08,COD,North Kivu,Kyondo,4,2,6,1,3,0,0,,,,,1,0,1,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9dec
2018-12-09,2018-12-08,COD,North Kivu,Mabalako,72,16,88,41,57,9,1,,,,,1,0,1,1,1,5,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9dec
2018-12-09,2018-12-08,COD,North Kivu,Masereka,7,1,8,2,3,1,0,,,,,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9dec
2018-12-09,2018-12-08,COD,North Kivu,Musienene,2,1,3,2,3,2,0,,,,,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9dec
2018-12-09,2018-12-08,COD,North Kivu,Mutwanga,3,0,3,2,2,1,0,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9dec
2018-12-09,2018-12-08,COD,North Kivu,Oicha,7,0,7,2,2,1,0,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9dec
2018-12-09,2018-12-08,COD,North Kivu,Vuhovi,7,0,7,2,2,3,0,,,,,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9dec
2018-12-09,2018-12-08,COD,Ituri,Komanda,8,0,8,4,4,1,0,,,,,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9dec
2018-12-09,2018-12-08,COD,North Kivu,Mambasa,1,0,1,1,1,0,1,,,,,1,0,1,1,1,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9dec
2018-12-09,2018-12-08,COD,Ituri,Mandima,16,3,19,9,12,2,0,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9dec
2018-12-09,2018-12-08,COD,Ituri,Tchomia,2,0,2,2,2,0,0,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9dec
2018-12-08,2018-12-07,COD,North Kivu,Beni,202,9,211,103,112,60,2,,,,,10,0,10,-5,-5,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8dec
2018-12-08,2018-12-07,COD,North Kivu,Butembo,29,0,29,14,14,9,1,,,,,4,0,4,-5,-5,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8dec
2018-12-08,2018-12-07,COD,North Kivu,Kalunguta,31,12,43,16,28,1,0,,,,,-4,0,-4,4,4,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8dec
2018-12-08,2018-12-07,COD,North Kivu,Katwa,53,4,57,33,37,9,0,,,,,-1,0,-1,6,6,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8dec
2018-12-08,2018-12-07,COD,North Kivu,Kyondo,3,2,5,1,3,1,0,,,,,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8dec
2018-12-08,2018-12-07,COD,North Kivu,Mabalako,71,16,87,40,56,4,1,,,,,2,0,2,2,2,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8dec
2018-12-08,2018-12-07,COD,North Kivu,Masereka,7,1,8,2,3,0,0,,,,,0,0,0,1,1,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8dec
2018-12-08,2018-12-07,COD,North Kivu,Musienene,2,1,3,2,3,0,0,,,,,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8dec
2018-12-08,2018-12-07,COD,North Kivu,Mutwanga,3,0,3,2,2,1,0,,,,,0,0,0,1,1,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8dec
2018-12-08,2018-12-07,COD,North Kivu,Oicha,7,0,7,2,2,1,0,,,,,0,0,0,1,1,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8dec
2018-12-08,2018-12-07,COD,North Kivu,Vuhovi,7,0,7,2,2,1,0,,,,,2,0,2,1,1,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8dec
2018-12-08,2018-12-07,COD,Ituri,Komanda,8,0,8,4,4,0,0,,,,,-1,0,-1,-1,-1,-3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8dec
2018-12-08,2018-12-07,COD,Ituri,Mandima,16,3,19,9,12,2,0,,,,,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8dec
2018-12-08,2018-12-07,COD,Ituri,Tchomia,2,0,2,2,2,0,0,,,,,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8dec
2018-12-07,2018-12-06,COD,North Kivu,Beni,192,9,201,108,117,62,1,,,,,2,0,2,1,1,-5,https://mailchi.mp/sante.gouv.cd/ebola_kivu_7dec
2018-12-07,2018-12-06,COD,North Kivu,Butembo,25,0,25,19,19,8,1,,,,,0,0,0,-1,-1,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_7dec
